Age,MonthlyIncome,CreditScore,ExistingLoan,LoanAmount,LoanTerm,Dependents,EmploymentStatus,EmploymentYears,PaymentHistory,Eligible
28,41950,789,131120,631166,60,3,Salaried,10,Good,1
36,142870,625,168050,619494,60,1,Business,0,Average,0
28,15215,828,309750,677761,36,1,Self-Employed,14,Good,1
21,120603,388,474790,108334,12,2,Business,7,Good,0
25,26523,785,360256,384467,24,1,Salaried,18,Average,1
23,83689,649,73414,627907,24,2,Salaried,11,Good,1
21,38834,383,355289,677824,36,0,Salaried,5,Poor,0
24,49474,686,180294,470091,36,0,Salaried,9,Poor,1
60,58066,386,48115,729874,24,2,Business,4,Good,1
55,25400,606,351750,573604,24,0,Business,6,Poor,0
52,140211,453,40647,203652,12,3,Unemployed,6,Average,0
54,25345,739,54607,309201,60,0,Salaried,8,Poor,0
45,48896,563,450626,791187,12,2,Salaried,14,Average,1
30,43899,720,21996,971792,24,3,Self-Employed,5,Average,1
41,43229,792,448137,581022,60,1,Salaried,15,Good,1
59,20583,710,83697,788360,24,1,Salaried,6,Good,1
47,86537,472,308166,875440,12,1,Self-Employed,14,Good,1
47,89807,303,302292,361493,12,2,Salaried,1,Good,1
22,144648,771,67764,188886,12,1,Self-Employed,7,Poor,1
33,127652,409,354045,486370,60,0,Salaried,11,Good,1
29,86792,336,352868,188923,48,1,Self-Employed,10,Average,0
56,146300,330,386910,960910,48,4,Business,5,Good,1
42,52052,680,239190,182672,24,4,Salaried,19,Good,1
46,61032,567,8888,106614,60,1,Unemployed,12,Good,1
32,48686,310,219738,253474,36,1,Self-Employed,15,Good,1
37,91981,643,432375,840124,48,4,Unemployed,7,Poor,1
34,113802,843,435413,176745,60,1,Salaried,16,Good,1
34,148881,465,477542,239099,60,3,Self-Employed,12,Good,1
54,57818,641,221432,823131,48,4,Salaried,3,Good,1
40,115422,781,361085,856805,60,2,Business,19,Good,1
31,86927,318,417690,803996,60,4,Self-Employed,9,Good,1
36,94465,483,279477,571435,48,0,Salaried,19,Good,1
51,128221,844,36355,506021,12,3,Unemployed,15,Good,1
26,52333,309,230487,424557,24,2,Salaried,16,Good,1
39,141457,491,129686,588795,36,1,Salaried,7,Good,1
57,31576,619,467119,375075,24,0,Self-Employed,10,Average,0
24,134875,774,459474,649787,12,0,Self-Employed,4,Good,1
24,54405,726,162217,777002,12,3,Salaried,20,Good,1
40,109000,358,249602,778229,60,2,Salaried,15,Average,1
30,46601,735,249434,950794,24,0,Unemployed,7,Average,0
44,82946,396,365314,933881,12,2,Business,20,Average,0
55,67116,795,337819,408963,24,2,Salaried,15,Average,1
46,119186,577,180926,875855,12,0,Salaried,3,Good,1
57,77894,564,67664,153612,36,2,Unemployed,5,Good,1
58,22465,308,86153,136120,12,3,Business,20,Good,1
41,71754,756,93616,953841,24,0,Unemployed,7,Poor,1
60,107850,572,297429,927350,60,3,Salaried,8,Good,0
59,124765,307,256349,640888,24,3,Business,12,Good,1
41,107691,507,410749,616136,48,2,Business,16,Average,0
30,53871,422,425840,581108,24,2,Salaried,8,Good,1
58,44511,332,46996,844944,36,0,Self-Employed,12,Good,1
24,95960,812,309091,217797,36,1,Self-Employed,8,Good,1
40,80776,503,421172,363678,36,0,Salaried,5,Good,1
37,59462,817,313174,790511,12,3,Business,9,Good,1
27,47574,816,451813,437335,36,2,Business,4,Good,1
24,117072,742,304587,745136,24,3,Business,6,Average,1
49,93282,638,128344,635233,60,4,Business,10,Poor,0
34,124779,737,229685,819708,36,4,Salaried,8,Average,1
23,33557,744,327608,395564,24,3,Salaried,9,Average,1
44,87104,435,128019,228527,12,1,Business,10,Good,1
57,137013,686,135024,395632,12,1,Salaried,2,Good,1
36,56081,324,450096,563796,60,0,Salaried,7,Good,1
24,134181,805,183273,233505,60,0,Self-Employed,16,Good,1
44,42094,624,120454,321855,24,0,Salaried,6,Average,0
54,81766,637,124444,764622,60,2,Self-Employed,11,Poor,1
50,98053,394,374319,136009,60,1,Salaried,15,Good,1
38,16301,844,304604,789145,12,3,Salaried,14,Good,1
39,96463,445,153868,583885,24,4,Unemployed,20,Good,1
51,39466,530,162818,110067,60,1,Business,12,Good,1
39,41081,794,480001,792880,24,1,Business,17,Average,1
39,39354,337,15,622310,36,1,Self-Employed,17,Average,0
42,108297,724,311901,563959,12,0,Business,4,Average,1
44,33300,736,157029,262996,12,2,Business,13,Average,1
32,79384,667,81541,949105,12,3,Self-Employed,10,Good,1
50,110027,644,21292,549479,48,0,Unemployed,2,Poor,0
58,136684,459,384838,461998,24,2,Salaried,16,Average,0
51,75892,849,162948,626070,36,1,Unemployed,11,Good,1
56,50525,840,191799,515360,60,2,Salaried,2,Good,1
39,21464,443,47046,760373,36,0,Self-Employed,1,Average,0
56,31562,644,14817,947148,24,1,Salaried,3,Good,1
50,122392,568,484222,551525,12,0,Self-Employed,17,Good,1
53,70514,567,9759,954462,48,3,Self-Employed,19,Good,1
38,128428,468,179504,908468,24,1,Unemployed,20,Average,0
48,127564,332,268556,347486,24,2,Unemployed,13,Good,0
31,123047,676,450973,135745,60,0,Unemployed,7,Good,1
53,47634,513,282648,988481,36,4,Salaried,1,Poor,0
37,15060,739,370644,284648,36,2,Unemployed,18,Poor,1
26,24269,791,270651,369540,60,2,Salaried,9,Average,0
24,38065,692,21050,164836,48,1,Business,4,Good,1
40,17895,788,398036,156998,12,2,Salaried,10,Good,1
47,95859,328,401051,100021,12,0,Self-Employed,8,Good,1
35,119127,338,486383,512273,48,4,Unemployed,15,Good,1
26,111426,472,100153,570410,60,3,Unemployed,4,Poor,1
34,26962,316,275731,180672,24,4,Self-Employed,14,Poor,0
31,48302,355,231329,430703,36,0,Business,13,Good,1
59,100382,525,57732,903268,24,1,Salaried,8,Good,1
29,19011,366,51921,994579,36,0,Business,19,Good,0
46,144716,496,438715,794875,24,2,Self-Employed,4,Good,1
36,34782,322,117734,474018,60,1,Salaried,14,Good,1
25,135654,536,392248,783121,60,3,Salaried,8,Average,1
30,24196,437,137912,651305,48,3,Salaried,3,Average,0
23,58459,772,496586,529969,24,0,Business,20,Poor,1
33,102245,528,458293,815709,24,2,Salaried,20,Good,1
50,93863,616,31440,761182,48,3,Salaried,3,Good,1
26,138206,500,35183,494819,48,4,Salaried,19,Poor,1
37,116010,557,358316,414833,60,1,Self-Employed,20,Good,1
39,47769,779,133461,130291,60,4,Business,6,Good,1
55,122529,477,448292,926882,24,3,Self-Employed,14,Good,1
46,39700,422,114515,740952,60,3,Self-Employed,16,Average,0
25,20269,641,385327,630294,60,0,Salaried,17,Average,0
49,136631,470,328443,993773,24,0,Salaried,6,Poor,1
57,58880,358,220533,678556,48,1,Business,18,Good,1
40,129003,764,485301,362282,24,0,Salaried,9,Average,1
41,64589,559,115503,636686,12,2,Salaried,12,Average,0
30,50897,672,39023,271163,24,1,Business,1,Good,1
25,29380,394,181101,725234,12,2,Salaried,19,Poor,0
56,85934,424,302085,893660,24,0,Business,10,Good,1
26,70830,340,482209,899102,12,1,Salaried,4,Poor,0
46,20529,553,447166,175613,12,3,Business,5,Poor,0
24,109598,306,383821,152071,24,4,Salaried,2,Good,1
59,97987,770,218031,555096,60,3,Salaried,0,Good,1
59,64178,810,76054,160572,36,2,Salaried,2,Good,1
55,136952,368,327507,822054,60,3,Business,2,Average,0
21,54886,380,61742,188997,12,3,Unemployed,3,Good,1
44,64699,841,491112,839539,24,4,Salaried,6,Average,1
56,91396,561,45215,136388,24,4,Business,14,Good,1
26,105678,388,310001,670007,24,3,Self-Employed,10,Average,0
51,40279,507,317620,692306,24,4,Unemployed,17,Good,0
40,125776,512,159245,864049,36,3,Business,11,Good,1
44,116444,565,402611,124258,48,1,Salaried,3,Average,0
45,121300,592,321912,886507,12,3,Business,10,Good,0
56,128793,506,241443,701286,36,0,Self-Employed,5,Good,1
41,131278,632,477959,859063,60,4,Salaried,18,Good,1
50,118247,376,103591,697408,48,4,Salaried,17,Good,1
44,23997,587,249045,767804,48,2,Unemployed,14,Good,0
50,121102,346,46229,933590,24,2,Unemployed,2,Average,0
42,100711,499,419855,559800,36,0,Business,16,Average,1
48,131045,726,373850,451099,60,4,Unemployed,0,Good,1
27,55860,509,62583,987212,24,4,Business,1,Good,1
55,18225,719,255931,620509,24,2,Salaried,18,Good,0
48,125114,453,159996,198269,12,2,Salaried,8,Average,1
34,128218,821,126011,988638,48,3,Salaried,7,Good,1
30,115764,714,466185,418066,60,4,Salaried,11,Good,1
36,122041,652,292248,83550,48,4,Salaried,14,Good,1
36,127224,456,240660,326786,36,3,Self-Employed,6,Good,1
51,78656,560,299738,987943,12,4,Business,20,Average,1
45,91290,376,265808,680381,24,0,Business,15,Good,0
33,71633,787,272672,467799,12,2,Self-Employed,6,Good,1
26,41655,430,159262,311188,24,2,Unemployed,19,Good,1
29,136118,754,197105,668173,12,2,Self-Employed,20,Poor,1
56,18114,462,454377,653826,24,1,Business,11,Average,0
40,41502,314,204249,374158,48,0,Salaried,16,Good,1
38,64768,531,128404,855955,48,0,Salaried,10,Good,1
41,63128,494,463395,422429,48,3,Unemployed,3,Poor,0
24,98123,841,201664,775903,48,1,Salaried,18,Good,1
53,123255,658,295043,680167,12,4,Self-Employed,1,Poor,0
47,18174,630,333123,140629,24,0,Salaried,1,Good,1
27,132769,726,17241,557704,48,1,Self-Employed,16,Good,1
26,50398,796,308355,388974,12,1,Unemployed,8,Average,1
35,138549,785,63472,357682,24,0,Salaried,0,Average,1
38,87635,748,205320,359454,12,3,Business,9,Poor,1
52,38760,712,466973,978412,48,1,Salaried,14,Average,0
31,145674,629,31346,165266,36,2,Salaried,20,Good,1
40,29130,446,81196,238362,12,1,Salaried,14,Average,1
44,122215,558,366595,496850,48,4,Business,20,Average,0
35,103095,591,208196,849131,60,0,Salaried,1,Good,1
27,75942,442,365052,281241,24,4,Self-Employed,13,Good,0
41,113970,664,435436,301249,48,3,Salaried,3,Good,1
46,97203,389,149014,116912,60,2,Salaried,17,Good,1
34,103177,463,311311,719615,12,0,Business,8,Average,0
57,87902,780,298517,129183,12,1,Salaried,1,Good,1
41,107172,383,329287,110282,60,2,Salaried,1,Good,0
38,35056,376,120623,108249,60,1,Salaried,17,Average,0
25,70739,816,372157,612464,24,3,Self-Employed,16,Good,1
23,96685,784,2016,582451,12,0,Self-Employed,8,Good,1
43,63639,403,331254,890642,60,3,Salaried,7,Poor,1
46,15992,751,439525,173844,36,3,Salaried,1,Good,1
57,87394,786,7274,416731,36,3,Salaried,1,Good,1
44,82657,638,15748,805640,60,3,Salaried,4,Good,1
39,42160,777,413391,384123,24,1,Business,11,Average,1
45,60156,522,497926,653148,12,4,Business,15,Good,1
41,101442,308,11826,202215,36,1,Self-Employed,13,Good,1
32,132925,352,345152,841352,60,2,Salaried,19,Good,1
53,19136,376,129288,657199,60,3,Business,1,Average,0
24,76868,802,427345,874428,48,2,Business,7,Good,1
27,97263,615,201081,454964,60,1,Self-Employed,3,Average,0
42,47167,464,251054,406215,24,3,Business,19,Average,1
53,125957,578,416706,97252,36,1,Business,8,Good,1
37,30479,326,367767,959166,48,3,Self-Employed,19,Poor,0
44,134392,369,172507,506395,36,1,Salaried,18,Good,1
54,34585,517,206089,973954,36,0,Business,1,Good,0
48,41619,664,401736,102756,24,4,Salaried,15,Average,1
59,90069,605,223023,886667,60,4,Business,10,Good,1
42,54895,423,345250,402690,24,3,Business,7,Average,0
37,18720,318,192949,443236,60,0,Business,11,Poor,0
54,34267,556,413014,962234,48,2,Salaried,2,Poor,0
26,68364,595,316782,261325,24,0,Salaried,12,Good,1
26,66567,321,69072,420565,24,3,Salaried,1,Poor,0
54,106229,749,67309,977168,12,0,Business,12,Good,1
21,93518,849,160966,378779,24,2,Business,7,Good,1
30,97844,347,456179,859657,12,3,Self-Employed,14,Good,1
41,105697,482,386868,249245,60,4,Salaried,20,Good,1
25,72196,734,185639,943317,60,0,Unemployed,8,Good,1
22,130600,406,389987,549264,60,4,Unemployed,10,Poor,0
42,115625,487,35326,135333,12,4,Salaried,20,Average,1
22,146567,385,186131,745585,60,1,Self-Employed,2,Average,1
30,59755,755,267223,322951,36,2,Business,6,Good,1
54,48324,436,419054,56402,24,0,Business,13,Good,0
36,93929,635,383556,54521,12,4,Unemployed,14,Poor,0
59,147624,768,87340,768525,60,4,Salaried,8,Average,1
42,66272,702,440325,825173,36,2,Self-Employed,19,Average,1
32,89462,839,347355,951125,24,4,Self-Employed,10,Poor,1
44,69675,371,418810,58382,24,4,Business,6,Good,1
60,88591,323,304893,566243,60,4,Business,11,Good,1
58,47363,784,167364,947428,36,4,Unemployed,18,Good,1
30,92004,355,118192,545873,12,1,Self-Employed,17,Good,1
55,55718,522,336678,589353,60,1,Business,12,Average,1
52,128627,478,251749,397614,24,3,Salaried,10,Good,0
27,41870,733,341377,64425,24,0,Salaried,0,Good,1
41,52394,749,51818,849543,24,2,Salaried,5,Good,1
40,67057,791,374054,221871,60,3,Business,20,Good,1
46,94795,488,13429,627545,48,1,Unemployed,1,Good,1
24,95409,719,57748,960422,48,1,Salaried,12,Good,1
42,28016,548,48807,766537,48,1,Salaried,12,Poor,0
35,57137,463,269284,964245,36,3,Business,18,Good,1
60,146225,554,325370,393190,60,1,Self-Employed,8,Good,1
41,27379,775,238161,874283,24,3,Unemployed,18,Good,1
35,136169,716,408117,583104,36,1,Salaried,0,Good,1
42,141082,469,350959,521069,48,4,Salaried,7,Good,1
48,128089,616,290669,52175,12,4,Salaried,13,Poor,0
34,26049,473,282635,323485,36,0,Salaried,15,Good,0
47,146858,769,199888,900340,36,1,Salaried,3,Average,1
60,137784,644,166052,731014,60,0,Salaried,17,Good,1
48,62691,744,226597,504111,36,3,Salaried,13,Good,1
46,72986,317,8078,633984,60,0,Salaried,8,Average,1
22,109774,369,91654,238961,12,1,Unemployed,14,Good,1
45,120315,637,129101,268216,24,3,Salaried,2,Good,1
23,72204,826,482737,395259,24,3,Salaried,3,Good,1
28,35085,755,441920,342338,48,4,Business,17,Good,1
53,48980,568,16997,478053,48,3,Self-Employed,13,Good,1
55,71117,487,473026,512110,12,3,Self-Employed,14,Poor,0
26,30896,828,131940,134358,24,0,Business,7,Good,1
59,104353,733,419614,222648,48,3,Business,9,Poor,1
43,44813,587,212650,414692,36,2,Business,11,Good,1
45,80679,798,359500,725087,60,4,Self-Employed,20,Good,1
39,18228,740,375855,608867,48,4,Business,8,Good,0
25,26397,602,283390,146554,12,3,Self-Employed,7,Good,0
31,52011,386,151633,721915,24,0,Salaried,16,Good,1
32,94183,737,409470,889726,12,4,Business,8,Good,1
30,108254,840,34512,624065,60,4,Self-Employed,12,Poor,1
28,57317,321,493776,449122,60,2,Unemployed,13,Average,0
44,117489,816,482748,90751,12,3,Salaried,4,Average,1
48,55096,802,225226,250671,48,4,Salaried,8,Good,1
56,68785,766,208467,158750,48,4,Unemployed,15,Poor,1
57,67344,400,320009,124180,24,4,Salaried,18,Good,0
41,135382,440,416796,813274,24,4,Unemployed,6,Poor,0
28,125489,437,464175,254750,36,0,Unemployed,11,Good,1
29,26549,527,365537,868076,36,1,Business,1,Good,0
35,40739,580,72144,83521,24,2,Self-Employed,17,Poor,0
60,36209,730,173557,585852,36,0,Self-Employed,17,Good,1
38,122051,339,443837,679443,12,2,Business,15,Poor,0
40,30116,818,117363,470515,48,4,Business,10,Good,1
26,35045,510,312809,491174,36,2,Self-Employed,1,Good,1
32,50709,601,201484,237150,36,3,Unemployed,13,Poor,1
22,58617,385,181675,456637,12,3,Self-Employed,3,Average,1
27,134779,696,152110,400891,60,1,Unemployed,6,Average,1
36,57919,552,93542,847634,24,1,Salaried,1,Good,0
23,98521,832,363455,421551,12,2,Salaried,20,Good,1
23,21447,680,489562,709045,60,0,Salaried,13,Good,0
47,20499,743,276469,140197,12,0,Salaried,6,Good,1
60,54041,332,166964,92637,48,4,Business,8,Average,1
58,46315,559,394969,723726,12,0,Salaried,7,Good,1
53,147371,533,488283,546464,12,1,Unemployed,8,Good,0
48,135506,814,149068,74276,48,0,Salaried,6,Average,1
21,106647,607,330955,917378,24,4,Salaried,18,Good,1
28,47355,369,205355,911646,60,3,Salaried,16,Poor,1
57,88805,753,438427,205647,36,0,Self-Employed,12,Poor,1
52,83367,738,116737,484617,24,0,Salaried,10,Good,1
57,124906,663,456036,353374,12,1,Salaried,17,Good,1
24,132409,780,262968,784784,36,2,Business,16,Good,1
50,92355,443,407096,436230,48,3,Salaried,15,Average,1
26,131220,323,240417,179526,24,2,Salaried,9,Good,1
39,102173,724,117718,557723,60,4,Business,3,Average,1
52,16996,474,328761,511833,24,4,Salaried,3,Good,0
29,59387,624,273661,728381,24,2,Salaried,10,Average,0
32,18089,647,152755,976953,36,1,Salaried,20,Average,0
31,113827,317,410092,458873,48,1,Salaried,7,Poor,0
36,35659,343,365212,347203,48,1,Self-Employed,8,Good,1
21,60178,454,449570,51532,24,3,Salaried,15,Good,1
41,110965,676,467018,569518,48,4,Business,9,Good,1
50,96268,701,207791,152666,36,4,Unemployed,8,Good,1
33,100042,524,249120,756165,36,4,Salaried,2,Good,1
54,121471,516,254322,131551,60,3,Unemployed,1,Poor,0
24,85111,330,479818,218828,48,4,Salaried,8,Average,0
48,115435,358,377160,646168,60,2,Salaried,12,Good,1
58,104242,652,209485,156734,12,0,Salaried,5,Average,1
51,128204,744,272126,950429,36,3,Salaried,3,Good,1
47,32199,534,467720,780002,24,0,Self-Employed,13,Good,1
25,75038,406,419814,888600,36,2,Salaried,10,Average,0
45,72786,490,145711,163123,12,1,Business,1,Poor,1
23,124636,829,70210,780548,24,1,Business,2,Good,1
53,64294,544,69852,992054,48,1,Salaried,4,Average,1
24,15534,375,375762,449605,48,3,Business,6,Poor,0
45,106828,846,255139,137897,36,1,Unemployed,10,Good,1
40,51132,566,9695,741207,24,3,Salaried,11,Good,1
54,130720,616,48582,678887,24,3,Salaried,10,Average,0
46,51110,420,293238,915671,60,0,Salaried,18,Average,0
25,78580,324,191707,330786,12,1,Salaried,12,Good,1
55,79016,731,284331,419006,48,4,Self-Employed,3,Good,1
48,61233,459,380157,298751,36,1,Salaried,13,Average,0
49,144863,413,128721,86509,24,1,Self-Employed,11,Average,0
29,121311,801,106683,915849,48,1,Self-Employed,1,Good,1
58,49409,465,263358,885669,36,4,Self-Employed,7,Good,0
26,39054,474,286084,720774,48,4,Salaried,18,Average,1
39,44709,300,44406,899608,36,3,Salaried,12,Average,0
31,124321,385,484437,178633,48,4,Salaried,20,Poor,1
22,15363,619,436697,916297,60,3,Salaried,20,Poor,0
29,25358,700,147049,691469,12,0,Unemployed,0,Average,0
41,149312,681,438055,636347,48,3,Salaried,4,Poor,1
44,60689,617,451090,361294,12,1,Salaried,10,Poor,0
54,16936,549,320558,924799,48,2,Salaried,10,Average,0
42,127272,824,363584,615379,24,2,Business,12,Average,1
23,106074,555,418754,254196,60,1,Business,1,Average,0
32,15882,606,235994,50903,60,3,Self-Employed,18,Average,0
48,120227,443,365713,291024,12,1,Salaried,15,Good,1
50,140865,690,187313,890667,24,4,Salaried,4,Good,1
46,138745,468,204573,239637,36,3,Self-Employed,13,Good,1
41,43885,597,206205,891774,60,1,Unemployed,18,Good,1
48,149275,532,60481,223795,24,4,Self-Employed,4,Good,1
46,148316,570,238084,85572,24,4,Self-Employed,20,Poor,0
53,113322,359,289884,854042,12,3,Salaried,8,Good,1
41,83619,595,325472,870484,24,0,Salaried,11,Good,1
55,36584,766,465321,148993,24,0,Business,15,Good,1
54,23521,534,443859,399207,36,4,Salaried,18,Good,0
38,48541,533,496733,472227,12,0,Unemployed,14,Average,0
31,44063,667,274025,546027,12,4,Salaried,16,Good,1
43,85268,531,299140,671828,24,0,Salaried,14,Good,1
42,141218,790,163249,103533,36,4,Self-Employed,2,Poor,1
37,133206,802,122196,729424,48,4,Salaried,16,Good,1
25,148639,680,37177,960421,60,4,Salaried,12,Poor,1
31,147746,727,66126,833185,12,4,Salaried,8,Good,1
50,91411,663,318675,230653,36,2,Business,12,Good,1
35,124876,501,26119,170388,36,0,Salaried,15,Good,1
47,38331,445,117744,865134,24,4,Salaried,18,Good,1
55,38004,756,116894,173482,60,1,Self-Employed,13,Good,1
53,134243,434,158987,845063,12,3,Salaried,7,Good,1
40,78217,563,395924,304936,48,1,Unemployed,18,Average,1
36,104044,363,431965,137388,24,1,Salaried,2,Average,0
54,24045,790,44989,699086,12,2,Business,20,Good,1
22,35116,340,284250,644331,12,0,Salaried,17,Good,1
55,33667,595,279275,734341,36,2,Business,15,Poor,0
60,90057,302,308697,872196,60,0,Business,13,Good,1
48,89205,409,451360,807131,48,4,Unemployed,15,Good,1
59,42302,520,6553,834147,60,2,Salaried,16,Good,1
26,87534,669,17881,493729,36,3,Salaried,19,Average,1
29,28440,667,1379,703302,48,0,Self-Employed,10,Good,1
40,126001,735,352935,163076,48,2,Salaried,12,Poor,1
21,61501,303,367808,673295,24,3,Salaried,10,Good,1
28,147341,543,69306,771558,48,1,Unemployed,3,Good,0
43,22868,465,412942,861372,12,4,Salaried,13,Good,0
23,92909,325,243825,943850,60,4,Unemployed,4,Good,1
24,99523,694,402304,121792,60,1,Salaried,3,Good,1
45,30734,773,427530,471648,24,2,Business,0,Poor,1
58,98600,316,448257,58367,48,1,Self-Employed,13,Good,1
35,23433,391,104512,948196,36,3,Self-Employed,6,Poor,0
41,118986,782,278494,808961,12,0,Unemployed,9,Good,1
55,78753,842,99599,993015,24,2,Salaried,1,Good,1
34,128783,504,81397,845005,48,0,Business,9,Good,1
56,36751,801,341653,589870,36,1,Self-Employed,2,Good,1
32,63570,699,17769,186450,48,4,Salaried,20,Average,1
37,39503,506,178321,901728,24,0,Unemployed,7,Poor,0
59,148851,445,476078,718860,36,0,Salaried,9,Average,0
29,101840,400,101584,377985,36,4,Business,7,Good,1
55,146827,540,308509,596169,36,0,Salaried,13,Good,1
33,54263,462,312329,906665,36,0,Business,17,Poor,1
35,123491,472,133858,756902,48,4,Self-Employed,8,Poor,1
38,70087,801,231609,639573,36,4,Salaried,8,Good,1
53,66482,846,126525,109547,48,1,Self-Employed,3,Good,1
26,137989,583,394836,767511,36,1,Salaried,2,Average,0
47,55115,658,36303,712582,36,0,Salaried,13,Average,1
43,29249,680,19589,57933,24,2,Salaried,13,Good,1
47,125361,832,265026,395529,48,1,Salaried,20,Good,1
54,39600,462,455464,815127,48,1,Salaried,15,Poor,0
58,52706,606,180394,672994,60,2,Self-Employed,4,Good,1
34,34222,638,129236,521653,24,2,Salaried,19,Good,1
56,114041,354,417740,974444,48,4,Self-Employed,14,Good,1
28,119504,632,271889,921022,24,1,Salaried,20,Good,0
55,56139,426,495417,418543,24,3,Self-Employed,8,Poor,0
39,129919,542,15861,371289,24,3,Business,6,Good,1
50,56302,708,91707,224682,12,0,Salaried,12,Average,1
34,102838,802,484951,369664,48,1,Business,7,Good,1
40,93353,602,316405,578832,24,3,Self-Employed,11,Average,0
45,103992,763,255043,891244,12,1,Business,3,Good,1
60,66428,534,133909,252682,12,1,Salaried,15,Good,1
44,38777,337,336279,232572,36,3,Salaried,5,Poor,0
34,72939,438,474663,431234,36,1,Business,4,Good,0
46,101450,494,54380,935486,48,2,Business,0,Good,1
58,38548,826,348233,992948,36,0,Salaried,13,Good,1
43,140549,300,105025,267054,48,4,Salaried,8,Good,1
42,46625,395,180903,537295,12,3,Self-Employed,17,Good,1
39,39918,712,220421,468005,12,4,Self-Employed,5,Average,1
23,129826,837,431471,444833,48,0,Business,14,Good,1
39,129881,728,244497,309711,36,2,Salaried,15,Good,1
29,30577,534,160592,675122,36,2,Salaried,7,Good,0
48,100155,648,422757,184405,48,2,Salaried,18,Good,1
40,126776,780,458988,90002,60,2,Salaried,4,Average,1
27,114246,695,420566,305549,36,3,Salaried,13,Poor,1
34,109948,650,44397,793048,24,3,Business,6,Good,1
29,36341,715,339229,532843,36,1,Self-Employed,3,Average,1
39,112554,350,326009,443727,60,1,Business,20,Good,1
34,122798,380,318100,424994,12,0,Salaried,0,Good,1
58,61330,335,420669,704299,12,1,Salaried,3,Good,1
56,102759,366,455561,743210,12,0,Salaried,13,Good,1
60,101807,780,362871,695836,36,0,Salaried,15,Good,1
37,48313,767,406122,525388,12,0,Business,6,Good,1
50,61900,441,277132,81786,60,2,Salaried,9,Good,1
29,93840,655,158795,517572,60,4,Salaried,9,Good,1
53,101072,770,33800,348388,36,4,Salaried,3,Poor,1
45,111367,738,432323,780074,24,3,Salaried,11,Good,1
34,64156,830,158502,117261,36,0,Business,5,Good,1
31,102453,426,425751,330621,12,2,Salaried,12,Good,1
55,40938,504,199548,751893,36,1,Business,20,Poor,0
34,74164,328,257653,320640,60,1,Self-Employed,0,Good,1
50,75282,744,349473,170522,36,3,Salaried,7,Good,1
24,62801,763,471014,455486,36,3,Salaried,15,Average,1
24,18326,579,52284,781368,24,0,Business,4,Poor,0
48,149731,450,56232,332868,60,0,Business,6,Average,1
28,130819,539,44420,342560,48,1,Salaried,2,Good,1
22,19763,565,299854,609863,48,1,Salaried,20,Average,0
42,62588,404,465713,524406,60,1,Salaried,1,Average,0
36,26221,732,92035,650902,48,1,Salaried,1,Poor,1
49,28569,796,433714,143566,12,4,Salaried,19,Poor,1
50,52860,739,293427,302061,48,0,Salaried,9,Good,1
32,60337,457,197241,778468,12,0,Salaried,19,Average,1
55,86695,471,465574,984912,60,1,Salaried,8,Good,1
31,121749,793,193529,177192,48,2,Salaried,17,Good,1
41,58790,610,249863,593647,48,1,Business,5,Good,1
41,83580,702,25968,451914,12,3,Self-Employed,19,Good,1
25,20636,762,62508,251464,12,2,Unemployed,5,Good,1
40,92129,666,235863,798423,36,3,Salaried,9,Poor,1
57,148964,849,194292,517997,24,2,Self-Employed,8,Good,1
23,36672,554,375579,617922,48,3,Salaried,8,Good,1
53,20812,507,85366,167255,24,1,Self-Employed,2,Good,0
29,15654,749,5738,617152,24,1,Salaried,11,Good,1
29,69633,394,3098,930914,48,2,Salaried,10,Poor,0
24,32143,777,95424,87355,12,3,Unemployed,13,Average,1
55,70934,489,204705,87690,36,4,Self-Employed,18,Good,1
37,82334,783,78672,481030,60,2,Unemployed,9,Poor,1
54,118463,835,300388,737005,48,2,Salaried,18,Good,1
44,140851,722,139325,790174,48,0,Salaried,4,Poor,1
52,44087,432,316477,253811,60,2,Salaried,8,Good,1
21,23446,354,125349,630918,24,4,Business,0,Average,0
28,117127,809,50969,229243,36,1,Self-Employed,14,Good,1
43,63867,840,90744,595946,24,3,Unemployed,3,Poor,1
60,75101,709,201495,567196,60,0,Salaried,6,Good,1
32,103074,510,117286,569757,60,3,Business,5,Good,1
32,133422,592,437627,289204,36,1,Salaried,14,Poor,0
35,102892,414,75028,327941,60,2,Salaried,5,Good,1
39,135044,558,297565,895231,60,4,Self-Employed,6,Average,0
46,54148,421,394670,430445,36,0,Self-Employed,19,Average,1
49,97928,598,410738,803702,48,4,Salaried,2,Good,1
42,66660,680,38575,364380,24,4,Salaried,20,Good,1
60,50450,800,3192,580553,48,4,Salaried,12,Poor,1
41,48757,596,111116,570335,48,4,Salaried,1,Poor,0
58,93012,661,448484,699899,24,1,Salaried,2,Good,1
40,121750,762,390018,253206,48,4,Salaried,12,Good,1
49,142043,737,81311,496710,36,4,Salaried,8,Good,1
24,71116,426,403618,433898,24,1,Unemployed,18,Good,0
27,47152,496,471826,732358,12,3,Unemployed,17,Good,1
48,121379,520,80781,141426,48,1,Salaried,4,Poor,0
48,35836,390,36527,457522,60,2,Unemployed,9,Average,1
24,84444,710,52181,769366,24,1,Self-Employed,13,Average,1
42,108109,307,91472,561933,12,3,Salaried,20,Good,1
32,97018,843,420218,228417,60,2,Salaried,16,Good,1
23,138076,767,81219,192957,12,2,Unemployed,2,Average,1
42,146949,619,405676,683969,48,0,Self-Employed,6,Average,1
